Jam,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,Pattern
14.12,25.6,0,26460,6.3,964,482,25.5,Selada,1
15.12,28.5,0,38730,6.5,998,499,27.5,Selada,1
16.12,26.7,0,10200,6.4,987,499,24.3,Selada,1
7.39,32.5,0,14380,6.8,976,490,25.2,Selada,1
8.48,24.5,0,891,6.8,953,463,28.2,Selada,1
9.39,24.5,0,2626,6.5,926,459,32.5,Selada,1
10.35,24.4,0,3843,6.3,921,464,26.7,Selada,1
11.41,28.5,0,11310,6.8,954,494,24.6,Selada,1
13.03,27.3,0,28850,6.5,976,490,25.5,Selada,1
14.01,27.6,0,12350,6.4,926,483,31,Selada,1
15.09,30.4,0,1542,6.3,880,430,28,Selada,1
7.36,25.3,0,14170,6.2,929,482,24.3,Selada,1
8.54,25.7,0,141400,6.4,952,459,27.3,Selada,1
9.37,27.7,62,37740,6.5,863,431,26.7,Selada,1
10.55,24.9,73,20080,6.8,850,425,32.3,Selada,1
12.22,24.7,91,995,6.3,839,419,24.8,Selada,1
13.1,28.3,75,9990,6.1,847,423,28,Selada,1
14.25,28.9,99,10110,6.4,853,426,27.6,Selada,1
15.32,24.8,92,6882,6.1,966,483,25.5,Selada,1
7.32,24.9,60,2100,6.3,855,427,24.3,Selada,1
8.38,27.3,99,8920,6.7,929,464,23.1,Selada,1
9.39,26.5,60,21890,6.4,900,449,23.8,Selada,1
10.41,24.9,67,36060,6.6,918,459,27.8,Selada,1
11.33,24.3,80,4361,6.4,918,459,28.3,Selada,1
12.45,28.7,99,10370,6.4,915,457,28,Selada,1
13.38,31.7,99,23520,6.7,915,465,27.8,Selada,1
14.31,26,54,11090,6.9,929,482,23.5,Selada,1
7.32,29.8,99,9536,6.6,952,459,27,Selada,1
8.32,32.7,99,7335,6.8,929,464,26,Selada,1
9.43,26.4,77,51750,6.5,922,476,27,Selada,1
11.03,23,99,9733,6.8,900,450,24.2,Selada,1
12.05,33.4,99,7613,6.4,915,457,25.1,Selada,1
13.09,24.7,73,74090,6.6,926,478,26.6,Selada,1
14.06,30.3,58,179800,6.5,855,427,27.4,Selada,1
15.14,23.7,99,14380,6.8,929,464,24.3,Selada,1
8.15,26,73,20880,6.8,900,449,23.8,Selada,1
9.21,24.8,78,47770,6.9,887,443,27.3,Selada,1
10.28,24.6,99,39090,6.5,967,482,26.8,Selada,1
11.58,23.3,90,9099,6.1,964,482,24.8,Selada,1
13.01,25.7,99,70120,6.6,998,499,24.1,Selada,1
14.09,27.2,99,11410,6.9,987,499,24.2,Selada,1
15.39,28,80,15430,6.5,976,490,28.3,Selada,1
16.39,26.2,70,161000,6.2,953,463,24.2,Selada,1
7.39,26.8,99,3369,6.9,952,476,32.3,Selada,1
8.45,28,82,4745,6.5,967,483,23.8,Selada,1
9.46,25.6,53,2028,6.5,972,486,26.4,Selada,1
10.56,24.2,89,14190,6.6,976,488,28.3,Selada,1
12.02,27,99,54710,7.1,983,493,23.7,Selada,1
13.08,24.7,78,16590,6.5,998,499,26.8,Selada,1
14.05,28.7,99,123100,6.6,964,483,28,Selada,1
15.03,28.5,58,39670,6.8,972,507,23.7,Selada,1
7.31,27.5,71,932,6.5,914,460,24.2,Selada,1
8.33,23.6,69,9809,6.8,967,483,24.8,Selada,1
9.33,23.8,69,11060,6.9,905,462,30.7,Selada,1
10.32,23.5,99,37120,6.8,952,478,28.1,Selada,1
11.44,24.8,80,1490,6.6,922,463,27.6,Selada,1
13.12,27,80,17330,6.6,915,454,25.1,Selada,1
14.08,29.8,76,168100,6.8,915,457,30.9,Selada,1
15.12,26.8,99,10120,6.8,918,461,28.2,Selada,1
7.37,23.2,99,5915,6.5,911,461,26.7,Selada,1
8.38,23.6,88,19110,6.7,918,459,23.7,Selada,1
9.41,26.6,87,41800,6.6,956,478,28.1,Selada,1
11.23,24.5,99,16870,6.8,915,455,27.1,Selada,1
12.05,26.4,53,101100,6.5,984,459,31.5,Selada,1
13.06,26.3,87,146800,6.5,908,454,24.3,Selada,1
14.06,37.8,93,23230,6.5,915,457,24,Selada,1
15.12,29.9,90,3855,6.9,960,480,26.3,Selada,1
7.39,29.3,59,94800,6.8,885,433,32.3,Selada,1
9.45,24,94,30650,5.7,877,438,28.1,Selada,1
10.36,28.4,62,66570,5.7,877,438,24.8,Selada,1
11.05,24.3,81,134000,6.4,855,433,25.9,Selada,1
12.03,27.3,84,24870,6.4,881,440,27.4,Selada,1
13.12,27.1,91,53900,6.2,888,445,28,Selada,1
14.14,25.8,84,17310,6.9,887,442,24.4,Selada,1
15.12,29.1,83,10170,6.9,886,433,27.5,Selada,1
7.33,25.4,99,891,6.8,877,443,28.7,Selada,1
8.34,24.8,59,13060,6.3,877,436,23.8,Selada,1
9.36,28.4,67,45370,6.1,873,436,24.1,Selada,1
10.38,29,85,16450,6.9,892,434,24,Selada,1
11.42,28.9,99,17310,6.5,887,447,32.2,Selada,1
13.08,31.8,57,26540,6.6,905,462,27.1,Selada,1
14.08,23.7,99,27260,6.3,952,478,23.8,Selada,1
16.11,26.4,88,10480,6.7,922,463,23.8,Selada,1
7.35,22.9,99,5877,6.8,915,454,24,Selada,1
8.35,30.5,99,10012,6.6,915,457,24.2,Selada,1
9.36,28.7,58,9932,6.6,918,461,25.6,Selada,1
10.32,27.3,59,38320,6.9,911,461,26.1,Selada,1
11.42,26.4,73,38080,6.6,881,424,25.5,Selada,1
13.12,29.1,42,143000,6.4,845,442,23.6,Selada,1
14.18,30.4,55,7817,6.5,873,436,24.9,Selada,1
15.23,24.5,60,8976,5.7,878,424,25.5,Selada,1
7.33,28.2,93,17410,6.3,972,507,25.3,Selada,1
8.34,28.5,99,56900,6.9,918,459,26,Selada,1
9.38,26.5,83,4924,6.9,918,459,27.1,Selada,1
10.32,24.6,70,9841,6.5,915,457,27.2,Selada,1
11.35,25.1,84,17580,6.3,915,465,29.2,Selada,1
12.42,26.6,89,96120,6.3,1635,817,29.7,Selada,1
13.46,24.2,58,23230,6.5,1488,744,26.2,Selada,1
14.45,30,99,31360,6.1,1561,780,27.9,Selada,1
7.33,28.2,99,17410,6.3,1589,792,26.2,Selada,1
8.45,28.1,80,28380,6.8,1568,784,26.2,Selada,1
9.35,27.7,70,56160,6.6,1656,828,25,Selada,1
10.33,26.6,87,6409,6.9,1733,866,23.8,Selada,1
11.37,28.3,99,11090,6.9,1739,869,33.6,Selada,1
12.43,27.2,83,315750,6.6,1730,869,24.9,Selada,1
13.42,24.9,53,25760,6.9,1448,724,23,Selada,1
14.32,27.4,55,6317,6.9,1627,813,29.8,Selada,1
7.31,29.2,54,94160,6.6,1723,866,28.9,Selada,1
8.32,26.1,84,20510,6.5,1714,857,26.1,Selada,1
9.33,23.4,68,2031,6.4,1674,837,27.4,Selada,1
11.15,28.4,92,42540,6.1,1688,844,24.9,Selada,1
12.12,24.7,56,28380,6.9,1752,876,24.3,Selada,1
13.33,23.9,94,152700,6.5,1657,825,24.9,Selada,1
14.33,27.7,99,9631,6.7,1714,857,26.7,Selada,1
15.35,24.7,68,186900,6.1,1709,852,27.3,Selada,1
7.32,26.1,75,2734,6.6,1713,856,24.2,Selada,1
8.36,29.4,99,59830,6.5,1721,860,24.1,Selada,1
9.47,25.5,52,7335,6.5,1721,860,24.7,Selada,1
10.45,24.8,99,7708,6.3,1678,839,26.7,Selada,1
11.41,24.8,69,39420,6.7,1571,785,27.6,Selada,1
12.52,22.1,99,123100,6.6,1705,852,26,Selada,1
13.42,25.4,92,32820,6.4,1754,877,26.7,Selada,1
14.5,24.5,67,3121,6.7,1726,881,27.1,Selada,1
7.37,23.6,65,28980,6.3,1768,884,24.5,Selada,1
8.37,24,51,19950,6.8,1728,882,25.1,Selada,1
9.48,28.2,87,10380,7.1,1765,882,26.4,Selada,1
10.42,37.6,99,11330,6.3,1585,792,25.8,Selada,1
11.47,29.3,58,28220,6.9,1714,857,25.8,Selada,1
12.45,24.8,99,23300,6.7,1746,873,26.6,Selada,1
13.55,27.3,75,8250,6.7,1745,872,24.1,Selada,1
15.08,24.8,99,4882,6.4,1737,868,31.6,Selada,1
7.35,28.5,99,1650,6.6,1728,864,24.3,Selada,1
8.36,25.9,99,21904,6.5,1754,877,27.8,Selada,1
9.36,25.1,99,23720,6.6,1555,777,27.6,Selada,1
10.35,24.3,99,6776,6.8,1705,852,24.5,Selada,1
11.33,24.2,99,17300,6.4,1711,855,28.4,Selada,1
12.47,30.6,92,10870,6.4,1708,854,25,Selada,1
13.45,24.5,99,13850,6.7,1702,851,23.5,Selada,1
14.48,24.5,89,20640,6.2,1702,851,28.4,Selada,1
7.47,32.6,99,5915,6.3,1785,896,27.3,Selada,1
8.32,27.4,99,63760,6.4,1719,846,28.1,Selada,1
9.33,22.9,99,145900,6.5,1735,867,31.4,Selada,1
10.39,27.6,66,1537,6.9,1719,859,27.4,Selada,1
11.45,25,44,9097,6.2,1822,911,26,Selada,1
12.55,29.1,75,17130,6.6,1787,893,29.9,Selada,1
13.41,29.6,80,30460,6.5,1723,861,27.3,Selada,1
14.43,25.8,66,19680,6.4,1589,860,24.2,Selada,1
7.35,27.5,58,7930,6.4,1738,869,25.6,Selada,1
8.32,29.8,88,28230,6.5,1729,864,24.4,Selada,1
9.38,24,99,45370,6.8,1746,873,27.9,Selada,1
10.42,24.7,99,7930,6.4,1705,852,27.3,Selada,1
11.59,26.4,52,4979,6.7,1744,872,27.1,Selada,1
12.59,28.7,68,157600,6.5,1604,802,26.6,Selada,1
13.59,26.7,73,10170,6.9,1581,790,24,Selada,1
14.55,24.8,86,1094,6.9,1496,748,28.1,Selada,1
7.35,27.4,68,30520,6.9,1523,761,23.4,Selada,1
8.35,26.6,76,54710,7.1,1518,799,23.3,Selada,1
9.46,24.5,68,134000,6.4,1615,807,26.1,Selada,1
10.41,24,80,19570,6.8,1601,770,26.3,Selada,1
11.45,27.2,53,1853,6.8,1583,791,25.5,Selada,1
12.46,24.3,93,58310,6.5,1651,826,26.4,Selada,1
13.56,25,58,11290,6.3,1641,820,27.1,Selada,1
14.44,23.3,84,17450,6.7,1574,787,22.5,Selada,1
7.35,29.5,56,2862,6.3,1597,798,24.3,Selada,1
8.41,25.6,99,5106,6.4,1562,784,26.3,Selada,1
9.38,29.7,99,34080,6.4,1661,830,28.9,Selada,1
10.44,28,99,31920,6.5,1632,820,26.6,Selada,1
11.45,30,94,50520,6.1,1788,894,26.2,Selada,1
12.55,31,99,8735,6.5,1578,885,24.3,Selada,1
13.59,25.8,66,2321,6.8,1628,774,25.1,Selada,1
14.58,31.8,92,14580,6.2,1692,846,26.6,Selada,1
7.31,25.2,79,102500,6.4,1732,868,24.9,Selada,1
8.32,29,99,32380,6.3,1806,903,27.4,Selada,1
9.34,24.6,58,4917,6.1,1824,912,23.5,Selada,1
10.36,25.9,78,13820,6.9,1752,876,26.6,Selada,1
11.37,25.5,83,18760,6.7,1708,854,31.2,Selada,1
12.43,25.3,74,920,6.5,1733,866,27.1,Selada,1
13.59,26,86,104000,6.8,1730,865,28,Selada,1
15.36,25.8,77,22110,6.8,1746,873,27.7,Selada,1
7.35,31.6,88,26460,6.3,1711,851,26.9,Selada,1
8.38,26.6,86,1151,6.8,1788,894,26.8,Selada,1
9.35,27.7,70,3467,6.9,1731,865,29.8,Selada,1
10.36,28.5,91,3304,6.9,1795,897,26.2,Selada,1
11.32,29.7,99,21280,6.8,1742,871,29.4,Selada,1
12.35,25.8,56,51820,6.6,1769,884,31.5,Selada,1
13.32,28.6,99,37820,6.8,1575,787,28,Selada,1
14.35,25.7,99,39110,6.8,1729,864,27.5,Selada,1
7.32,24.7,92,5922,6.8,1771,885,23.4,Selada,1
8.34,30,74,22980,6.5,1806,903,27.1,Selada,1
9.47,24.5,99,7517,6.4,1813,906,31.9,Selada,1
10.48,23.3,66,63180,6.9,1795,902,27.9,Selada,1
11.42,24,99,29780,6.4,1768,884,24.9,Selada,1
12.36,24.4,78,22970,6.4,1759,879,26.9,Selada,1
13.36,29.1,68,1773,6.1,1597,789,25.2,Selada,1
14.25,25.3,69,5025,6.7,1797,898,28.7,Selada,1
7.38,27.7,75,58310,6.1,1710,855,23.8,Selada,1
8.39,26.6,75,1627,6.4,1703,851,32.5,Selada,1
9.47,23.5,97,11410,6.9,1779,898,25,Selada,1
10.52,25.5,91,4375,6.5,1806,903,23.9,Selada,1
11.55,31.2,85,32400,6.3,1507,753,24.5,Selada,1
12.53,25,89,55540,6.5,1474,737,24.4,Selada,1
14.09,22.6,99,148100,6.5,1778,889,25.5,Selada,1
15.05,29.3,93,1100,6.5,1859,929,25.7,Selada,1
7.31,28.5,99,10460,6.7,1944,972,28,Selada,1
8.33,25.5,86,17300,6.4,1886,943,27.9,Selada,1
9.33,24.1,75,59010,6.6,1877,938,28,Selada,1
10.32,23.3,99,51580,6.8,1582,791,27.5,Selada,1
11.44,26.6,99,127800,6.4,1797,890,26.6,Selada,1
13.12,24,73,152700,6.5,1782,864,26.7,Selada,1
14.08,27.7,66,160200,6.6,1788,894,26.5,Selada,1
15.12,30.2,91,32280,6.5,1832,916,26.7,Selada,1
7.37,25.1,99,562,6.5,1859,926,29.4,Selada,1
8.38,25.7,67,179800,6.5,1944,972,26.1,Selada,1
9.41,26.6,90,59830,6.5,1886,943,26.3,Selada,1
11.23,26.8,99,4685,6.3,1877,938,28.1,Selada,1
12.05,24.9,88,93270,6.1,1582,791,28.7,Selada,1
13.06,27.6,74,23410,6.1,1797,890,25.4,Selada,1
14.06,28.6,66,6650,6.8,1782,864,27.4,Selada,1
15.12,25.8,91,9323,6.5,1788,894,25.4,Selada,1
7.39,25.3,60,4216,6.9,1832,916,27,Selada,1
9.45,25.6,78,9970,6.9,1859,926,27.1,Selada,1
10.36,24.1,70,28040,6.4,1848,924,24.3,Selada,1
11.05,25.2,99,11060,6.9,1635,817,31.4,Selada,1
12.03,29.5,86,10940,6.9,1644,822,24.5,Selada,1
13.12,30.5,90,11440,6.5,1636,816,30.6,Selada,1
14.14,28.7,86,8042,6.6,1621,810,24.7,Selada,1
15.12,27.4,82,38080,6.6,1570,785,23.2,Selada,1
7.45,25.2,78,3824,6.3,1649,824,27.4,Selada,1
8.45,27.1,65,6473,6.2,1277,638,28.3,Selada,1
10.07,24.5,58,22860,6.1,1359,679,26,Selada,1
11.14,27.3,70,11220,6.1,1356,678,25.3,Selada,1
12.27,26.8,99,6213,6.1,1373,686,24.9,Selada,1
13.27,25.6,99,3855,6.9,1745,872,24.5,Selada,1
14.59,24,50,9809,6.8,1462,881,25.6,Selada,1
16.05,26,83,22860,6.1,1762,881,27.2,Selada,1
8.01,27,99,23300,6.7,1735,867,26.8,Selada,1
9.02,26.7,61,57600,6.1,1567,783,23,Selada,1
10.12,26.5,91,2181,6.6,1627,813,27,Selada,1
15.41,26.5,72,14400,6.8,1684,842,28.4,Selada,1
17.23,26.6,54,80750,6.9,1386,693,24.5,Selada,1
7.33,25.6,99,7753,6.6,1550,775,28.3,Selada,1
8.34,31.2,99,81320,6.5,1564,782,25,Selada,1
9.36,24.9,89,30520,6.9,1566,783,28.5,Selada,1
10.38,26.6,75,115500,6.4,1595,797,26.1,Selada,1
11.42,28.2,71,4360,6.6,1585,792,25.1,Selada,1
13.08,28.4,59,10420,6.8,1705,854,26.4,Selada,1
14.08,25,88,17900,6.6,1648,824,32.6,Selada,1
16.11,24.5,92,3280,6.9,1569,784,28.9,Selada,1
7.35,24.9,61,40620,6.5,1580,792,24.2,Selada,1
8.35,24.7,99,13570,6.7,1708,854,26,Selada,1
9.36,27.6,75,32320,6.8,1792,871,24.4,Selada,1
10.32,24.6,89,54270,6.5,1522,776,27,Selada,1
11.42,23.3,67,9655,6.5,1540,770,26.6,Selada,1
13.12,27,99,19700,6.9,1582,791,26.4,Selada,1
14.18,27.7,67,16210,6.3,1573,786,24.3,Selada,1
15.23,28.9,51,28050,6.5,1631,815,25.4,Selada,1
7.33,24.8,94,5863,6.5,1826,913,26.7,Selada,1
8.34,26,75,50670,6.5,1782,892,25,Selada,1
9.38,29.8,54,7753,6.8,1812,906,27.5,Selada,1
10.32,30.4,99,3281,6.7,1532,761,25.3,Selada,1
11.35,28.6,99,141400,6.4,1532,761,25,Selada,1
12.42,29.3,65,14360,6.6,1520,760,25.1,Selada,1
13.46,26,69,17220,6.8,1713,856,26.6,Selada,1
14.45,32.7,79,22240,6.5,1710,854,23.9,Selada,1
7.33,28.3,98,3121,6.7,1691,845,29.9,Selada,1
8.45,29.4,60,7251,6.5,1680,840,24.9,Selada,1
9.35,24.2,74,562,6.5,1705,852,32.5,Selada,1
10.33,29.9,72,15000,6.6,1690,845,34.1,Selada,1
11.37,25.3,82,42500,6.5,1507,753,31.4,Selada,1
12.43,28.3,83,25050,6.3,1474,737,28,Selada,1
13.42,25.6,99,30650,5.7,1778,889,24.1,Selada,1
14.32,27.8,76,52780,6.9,1859,929,26.4,Selada,1
7.31,22.1,66,19940,6.2,1782,864,27.2,Selada,1
8.32,26.7,60,17330,6.6,1788,894,26.2,Selada,1
9.33,25.2,70,14480,6.5,1832,916,26.9,Selada,1
11.15,27.1,70,21850,7.1,1859,926,25,Selada,1
12.12,29.3,50,157600,6.5,1848,924,25.3,Selada,1
13.33,24.3,57,20880,6.8,1826,913,26,Selada,1
14.33,24,56,3720,6.8,1782,892,25.6,Selada,1
15.35,25.7,74,121400,6.3,1812,906,27.7,Selada,1
7.32,24.2,59,13570,6.9,1532,761,26.4,Selada,1
8.36,23.3,65,56300,6.5,1730,869,28.7,Selada,1
9.47,29.3,79,32380,6.3,1448,724,26.5,Selada,1
10.45,28,85,103600,6.5,998,499,26,Selada,1
11.41,25.3,99,7635,6.8,987,499,26.6,Selada,1
12.52,28.5,0,14170,6.1,976,490,26.5,Selada,1
13.42,26.6,0,920,6.5,953,463,30.1,Selada,1
14.5,24.2,0,33300,5.9,964,483,25.2,Selada,1
7.37,24.8,0,10360,6.3,972,507,25.2,Selada,1
8.37,26.9,0,39110,6.9,863,431,24.5,Selada,1
9.48,25.9,0,3843,6.3,850,425,26.5,Selada,1
10.42,26.8,0,32820,6.8,839,419,23.5,Selada,1
11.47,24.3,0,64700,6.5,847,423,26.1,Selada,1
12.45,24.5,0,40620,6.9,853,426,23,Selada,1
13.55,29.1,0,9443,6.8,953,463,23,Selada,1
15.08,23.2,0,8799,6.4,915,457,28.1,Selada,1
7.35,24.8,0,9655,6.5,918,461,24.3,Selada,1
8.36,24.4,0,15430,6.9,911,461,24.1,Selada,1
9.36,29,85,5063,6.1,918,459,25.9,Selada,1
10.35,28,99,7536,6.5,956,478,27.1,Selada,1
11.33,30.4,99,35750,6.8,915,455,28.9,Selada,1
12.47,24.9,58,32860,6.8,984,459,22.1,Selada,1
13.45,24.2,42,111300,6.8,929,464,23.8,Selada,1
14.48,25.7,67,3980,6.7,922,476,29.2,Selada,1
7.47,24.8,99,18450,6.9,900,450,25,Selada,1
8.32,34.1,85,122400,5.7,915,457,26.2,Selada,1
9.33,24,86,46410,6.4,926,478,24.8,Selada,1
10.39,24.2,83,13850,6.7,914,460,24.5,Selada,1
11.45,27.5,52,80750,6.9,952,476,25.3,Selada,1
12.55,24.4,68,9937,6.6,967,483,24.4,Selada,1
13.41,32.6,70,7312,6.5,972,486,25,Selada,1
14.42,24.5,70,9754,6.6,976,488,30.3,Selada,1
7.31,22.7,99,9638,6.9,983,493,22.4,Selada,1
8.32,25.8,56,43530,6.9,998,499,24.6,Selada,1
9.38,28.1,99,38930,6.1,855,427,26.3,Selada,1
10.42,26.6,99,32400,6.3,929,464,23.9,Selada,1
11.55,29.3,60,5550,6.3,900,449,26.1,Selada,1
12.59,24.6,70,71690,6.4,887,443,24.5,Selada,1
13.59,24.7,99,602,6.5,967,482,25.1,Selada,1
14.55,30.5,99,17190,6.4,964,482,32.2,Selada,1
7.33,26.5,75,23720,6.6,998,499,24.3,Selada,1
8.35,29.3,69,39790,6.3,987,499,24.9,Selada,1
9.41,24.5,75,41030,6.1,976,490,33.1,Selada,1
10.41,26,99,10550,6.7,908,454,31.3,Selada,1
11.45,30,97,10460,6.7,915,457,23.5,Selada,1
12.46,26.7,99,25470,6.1,960,480,24.2,Selada,1
13.56,26.5,84,55530,6.9,926,459,26.4,Selada,1
14.44,24.6,61,11450,6.4,921,464,27.4,Selada,1
7.35,24.6,78,14520,6.9,954,494,28.4,Selada,1
8.41,33.3,69,145000,6.7,976,490,24,Selada,1
9.38,27.9,84,5371,6.5,926,483,28,Selada,1
10.44,28,99,9932,6.6,918,459,30.1,Selada,1
11.45,24,82,8395,6.6,918,459,23.3,Selada,1
12.55,24,99,2497,5.8,915,457,25.5,Selada,1
13.59,25,78,7517,6.4,915,465,23,Selada,1
14.58,25.3,80,56060,6.3,929,482,27.8,Selada,1
7.31,25.9,68,33300,5.9,952,459,27.5,Selada,1
8.32,24.1,53,21080,6.1,886,433,24.1,Selada,1
9.34,25.9,99,1878,6.9,877,443,27.1,Selada,1
10.36,24.4,66,28230,6.5,877,436,25.8,Selada,1
11.37,24.8,65,63180,6.9,873,436,26.4,Selada,1
12.43,24.3,91,10120,6.8,892,434,26.4,Selada,1
13.59,23.2,89,32280,6.5,887,447,23,Selada,1
15.36,24.8,99,18890,6.8,905,462,22.2,Selada,1
7.35,23.4,58,19040,6.1,952,478,26.8,Selada,1
8.38,24.7,67,7705,6.4,929,464,29.3,Selada,1
9.35,31.8,88,17660,6.9,900,449,26.3,Selada,1
10.36,24.2,70,14520,6.9,887,443,28.6,Selada,1
11.32,24.8,78,17190,6.4,967,482,26.2,Selada,1
12.35,28.8,99,7635,6.8,964,482,24.3,Selada,1
13.32,27.3,66,16052,6.6,922,463,24.7,Selada,1
14.35,25.3,61,2747,6.5,915,454,27.2,Selada,1
7.32,27,84,25610,6.8,915,457,25.6,Selada,1
8.34,24.9,51,6473,6.2,918,461,32.7,Selada,1
9.47,25.7,99,34590,6.3,911,461,27.2,Selada,1
10.48,27.4,91,42012,6.6,881,424,26.5,Selada,1
11.42,26.5,65,13560,6.8,845,442,29.7,Selada,1
12.36,27.7,99,31910,6.7,873,436,26.6,Selada,1
13.36,25.6,99,15960,6.4,878,424,25.9,Selada,1
14.25,23.6,88,9184,6.5,972,507,25,Selada,1
7.38,25.2,99,17270,6.5,918,459,27.5,Selada,1
8.39,34.1,99,129600,6.9,967,483,28,Selada,1
9.47,28.3,91,9650,6.8,905,462,26.3,Selada,1
10.52,25.2,99,49250,6.8,952,478,31.5,Selada,1
11.55,26.7,99,40740,6.6,922,463,24.8,Selada,1
12.53,31.6,83,1341,6.4,915,454,24.7,Selada,1
14.09,23,82,8129,6.5,966,483,28.1,Selada,1
15.05,27.8,99,24690,6.5,855,427,26.3,Selada,1
7.36,28.4,99,11340,6.7,918,459,26.6,Selada,1
8.37,24.7,70,34590,6.3,915,457,32.5,Selada,1
9.45,25.1,86,4511,6.7,915,465,26.6,Selada,1
10.58,26,56,9102,6.5,929,482,30.4,Selada,1
12.06,26.8,99,19450,6.4,952,459,23.5,Selada,1
13.04,29.5,54,36400,6.1,880,430,3.6,Selada,1
14.03,25.6,99,12400,6.5,885,433,26,Selada,1
15.09,28.4,56,5100,6.6,877,438,29.2,Selada,1
7.38,32.6,99,20940,6.9,877,438,29.3,Selada,1
8.39,26.4,92,14430,6.5,855,433,23.8,Selada,1
9.57,28.3,80,17170,6.9,881,440,27,Selada,1
11.06,25.1,99,19570,6.8,888,445,23.5,Selada,1
12.11,32.7,65,26170,6.9,887,442,25,Selada,1
13.12,23.7,52,186900,6.1,1744,872,25,Selada,1
14.13,29.5,81,13800,6.5,1754,877,28,Selada,1
15.13,27.5,80,25610,6.6,1726,881,23.5,Selada,1
7.33,23.6,44,22980,6.5,1768,884,31.6,Selada,1
8.34,24.3,69,702000,6.5,1728,882,29.2,Selada,1
9.36,29,65,8016,6.8,1848,924,24.5,Selada,1
10.38,23.3,91,84840,6.5,1826,913,27.5,Selada,1
11.45,26.4,66,7828,6.2,1782,892,27.8,Selada,1
13.56,26,59,121900,6.5,1812,906,24.9,Selada,1
14.05,26.2,68,28550,6.5,1532,761,27.1,Selada,1
16.05,25.1,99,1650,6.1,1730,869,26.2,Selada,1
7.33,26.5,55,13120,7,1448,724,27.3,Selada,1
8.34,26.6,54,22700,6.6,1719,859,22.8,Selada,1
9.35,26.8,62,22240,6.6,1822,911,26.7,Selada,1
10.33,25.4,87,35450,6.4,1787,893,24.5,Selada,1
11.42,27.9,87,17660,6.3,1723,861,27.5,Selada,1
13.15,25.1,50,45880,6.8,1589,860,30,Selada,1
14.21,25.9,69,21080,6.1,1738,869,24.8,Selada,1
15.32,22.6,90,20510,6.5,1729,864,28.7,Selada,1
7.35,24.3,75,1829,6.7,1746,873,24.5,Selada,1
8.14,27.5,61,46190,6.1,1705,852,26.6,Selada,1
9.35,27.7,99,19040,6.5,1507,753,24.8,Selada,1
10.38,25.1,69,2875,6.5,1708,854,25.1,Selada,1
11.34,32.6,68,9099,6.1,1733,866,24.2,Selada,1
12.45,25.2,42,5100,6.6,1730,865,27.5,Selada,1
13.45,28.4,62,26830,6.8,1746,873,24.6,Selada,1
14.38,28.6,93,17380,6.9,1711,851,31.1,Selada,1
7.32,27.5,86,5385,6.5,1788,894,34.1,Selada,1
8.39,30.2,70,19890,6.5,1731,865,23.1,Selada,1
9.35,25.7,79,158600,6.3,1765,882,23,Selada,1
10.32,25.5,99,121000,6.3,1585,792,23.9,Selada,1
11.34,27.5,82,610,6.5,1714,857,31,Selada,1
12.49,30,69,12620,6.5,1746,873,26,Selada,1
13.48,27.7,99,42500,6.1,1745,872,24.8,Selada,1
14.33,28.1,75,26830,6.8,1735,867,26,Selada,1
7.31,24.6,70,33280,6.3,1782,864,28.4,Selada,1
8.32,29.7,58,155900,6.4,1788,894,26,Selada,1
9.33,28.5,54,5210,6.9,1832,916,24,Selada,1
11.11,22.8,68,21890,6.4,1859,926,27.2,Selada,1
12.12,29.6,69,2300,6.3,1713,856,24.8,Selada,1
13.35,28.6,99,31130,6.3,1721,860,29.2,Selada,1
14.32,28,99,14380,6.9,1721,860,32.6,Selada,1
15.32,26.6,84,9110,6.5,1678,839,28.3,Selada,1
7.35,23.9,99,4828,6.6,1737,868,24.8,Selada,1
8.36,33.5,99,22700,6.9,1788,894,25.1,Selada,1
9.37,23.5,76,6477,6.8,1832,916,24,Selada,1
10.41,26.4,66,3912,6.8,1859,926,26.1,Selada,1
11.45,26.7,72,11030,6.2,1627,813,23.1,Selada,1
12.45,23.6,99,30460,6.5,1723,866,23.4,Selada,1
13.48,24.8,99,15430,6.5,1678,839,25.3,Selada,1
14.49,24.4,77,25530,6.5,1737,868,23,Selada,1
7.33,24.8,92,2033,6.7,1788,894,25.7,Selada,1
8.38,31.2,60,25470,6.1,1832,916,26,Selada,1
9.42,23.5,99,14350,6.5,1824,912,31.9,Selada,1
10.43,25.2,99,51820,6.9,1568,784,26.9,Selada,1
11.48,26.6,56,23320,6.4,1656,828,23.9,Selada,1
12.46,28.8,66,32360,6.8,1566,783,26.4,Selada,1
13.56,26,90,4685,6.3,1595,797,23.5,Selada,1
15.06,25.9,99,24650,6.8,1585,792,23.4,Selada,1
7.35,24.7,78,36140,6.4,1762,881,24.2,Selada,1
8.34,25.9,60,1537,6.5,1735,867,26.1,Selada,1
9.33,32.7,90,13560,6.8,1567,783,22.9,Selada,1
10.33,27.3,60,27430,6.7,1795,897,25.5,Selada,1
11.32,25.8,78,19710,6.2,1742,871,25.1,Selada,1
12.45,23.1,87,10630,6.5,1769,884,26.6,Selada,1
13.47,28.8,58,16920,6.5,1575,787,24,Selada,1
14.5,27.6,70,23436,6.6,1729,864,23.3,Selada,1
7.49,23.6,89,41750,6.4,1728,864,29.9,Selada,1
